1.409294543773981889e+00,-1.179617521915378830e+00,-6.466286839993721225e-01,-1.053349785750183454e+00,-4.162837616061718649e-01,2.220446049250313081e-16,-6.466286839993721225e-01
-7.046472718869908336e-01,-4.144602104027007017e-01,8.082858549992152364e-01,-5.722948806091947560e-01,8.892178547589882909e-01,-1.004268971360390061e+00,5.977429337306696677e-01
-7.046472718869908336e-01,1.689722396257163917e+00,8.082858549992152364e-01,1.531887726050670029e+00,4.783323175170635100e-01,1.099913635299474501e+00,1.038880483055241166e+00
1.409294543773981889e+00,-1.179617521915378830e+00,-6.466286839993721225e-01,-1.053349785750183454e+00,-4.162837616061718649e-01,2.220446049250313081e-16,-6.466286839993721225e-01
-7.046472718869908336e-01,-4.144602104027007017e-01,-6.466286839993721225e-01,-2.881924742375054360e-01,-5.656966842395990680e-01,-1.004268971360390061e+00,-8.571716052679176912e-01
-7.046472718869908336e-01,1.498433068378994593e+00,8.082858549992152364e-01,1.340598398172500705e+00,5.156855481754203385e-01,9.086243074213051774e-01,9.987770694802802218e-01
1.409294543773981889e+00,-1.179617521915378830e+00,-6.466286839993721225e-01,-1.053349785750183454e+00,-4.162837616061718649e-01,2.220446049250313081e-16,-6.466286839993721225e-01
-7.046472718869908336e-01,1.594077732318078811e-01,-6.466286839993721225e-01,2.856755093970031467e-01,-6.777563762146694426e-01,-4.304009877258815342e-01,-7.368613645430345249e-01
-7.046472718869908336e-01,9.245650847444859544e-01,8.082858549992152364e-01,7.667304145379919555e-01,6.277452401504907131e-01,3.347563237867965391e-01,8.784668287553970556e-01
1.409294543773981889e+00,-1.179617521915378830e+00,-6.466286839993721225e-01,-1.053349785750183454e+00,-4.162837616061718649e-01,2.220446049250313081e-16,-6.466286839993721225e-01
-7.046472718869908336e-01,9.245650847444859544e-01,-6.466286839993721225e-01,1.050832820909681331e+00,-8.271692988480966457e-01,3.347563237867965391e-01,-5.764477102431903033e-01
-7.046472718869908336e-01,1.498433068378994593e+00,2.263200393997802706e+00,1.056495991800811218e+00,1.970600087174007697e+00,9.086243074213051774e-01,2.453691608478867803e+00
1.409294543773981889e+00,-1.179617521915378830e+00,-6.466286839993721225e-01,-1.053349785750183454e+00,-4.162837616061718649e-01,2.220446049250313081e-16,-6.466286839993721225e-01
-7.046472718869908336e-01,1.594077732318078811e-01,-6.466286839993721225e-01,2.856755093970031467e-01,-6.777563762146694426e-01,-4.304009877258815342e-01,-7.368613645430345249e-01
-7.046472718869908336e-01,5.419864289881469732e-01,-6.466286839993721225e-01,6.682541651533422389e-01,-7.524628375313830997e-01,-4.782233196954244203e-02,-6.566545373931124141e-01
