name,x,y,z,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,Hemi,Lobe,HemiLobe
A1,1.1989404983041558,-0.522335841413376,14.87689934906286,13.54794940169466,10.106980808633523,7.924066395778277,6.94710325298735,6.772035185987941,6.874930204598198,6.8238317472798204,6.397739117998384,5.602414336679345,4.659518309192462,4.019822998598228,4.199197622964305,5.291202281646522,6.71818272337532,7.748001940614579,8.076670101996962,7.78198170367563,7.045813562991298,6.080040219024736,5.11724846466224,4.328884741269867,3.7461186117641883,3.2942336750251773,2.9061640168055227,2.6124039991885857,2.526150708878566,2.74088990248923,3.2315447323867637,3.868283438709449,4.485760680197345,4.955025886957944,5.264387131387222,5.5259754741261595,5.793756598024976,5.905505377936768,5.683270930275864,5.255301353860643,4.973279472031167,4.966708064378737,4.9933913016712115,4.779299102317994,4.307541884168105,3.753342150405841,3.3006028214484577,3.0611343176409345,3.059830483014557,3.2095288838055893,3.333410693044104,3.2701925796547,2.980817482764358,2.5681002683418925,2.184700357043768,1.9201508105271345,1.7775123090075902,1.7166194545088678,1.6867401252087124,1.657993760424467,1.6262398253945365,1.5890851297722535,1.540148485118416,1.482853201616429,1.4224870934921179,1.356024260406187,1.2835646816924253,1.2134036500040966,1.1478571024663478,1.079735957025256,1.0019003057213152,0.9115573855782019,0.8119229021885085,0.7151604032505897,0.6329044991267869,0.5643074017444293,0.5003129093145393,0.43723951099216574,0.37953307506688505,0.3338003133924506,0.3033513374858625,0.2869926535657918,0.28061421231788597,0.2786596906717413,0.27522328728015344,0.267502687925486,0.2586751232496675,0.2538476753231579,0.2535819349172784,0.2530396378229169,0.24713559861744464,0.23458021547236454,0.21778853037231585,0.2001775749352417,0.18427648205183328,0.17127418753461718,0.1612495477392824,0.15356096057155388,0.14723838129387148,0.14108650948474924,0.13477649431594468,0.12920087890769347,0.12529515988928364,L,C,LC
A2,2.5299888129780297,-0.7351053746308785,14.69925785427468,33.69842086542207,35.089398421119704,32.646376890031064,27.569978856187205,21.461280029137452,16.033472397645212,12.668982383864812,11.78930953893442,12.836866243823376,14.86878027660212,17.06558233097072,18.84246270173641,19.758910047745886,19.67935787232872,19.02370690425788,18.388654452491625,17.824444522286615,16.81343637782759,14.986309311386512,12.509295102371475,9.864659142926023,7.495321875991148,5.71983365397676,4.766390324786756,4.7564428113342965,5.727186050515561,7.527154249398965,9.59765539738139,11.092387570828675,11.427282597441064,10.72223536212052,9.663340756534856,8.98290382231268,9.030644832298824,9.539516656289447,9.871657020032462,9.608434333792289,8.831324418691691,7.847333269714286,6.886261078482103,6.099844119964224,5.6445939574861015,5.52401815664867,5.533276397789008,5.487277033513321,5.380506298392905,5.272492296590077,5.134041385136924,4.890025611500051,4.605634830569396,4.50320509993008,4.686689057709526,4.953406227217348,4.981815819088361,4.643425937640039,4.075878695268841,3.50766106759837,3.0705821342087,2.777401147764505,2.593103085154987,2.4707849856447104,2.355162130683901,2.214043477665553,2.0658408230700966,1.9421211268625782,1.8392533670914915,1.7306174124760234,1.6122577946840848,1.500994818688292,1.4000821203613292,1.2958606811899271,1.1849681293974998,1.080509938048457,0.9916525650616451,0.912375750802628,0.8357718821138306,0.7677212340416736,0.7174564405571049,0.6816451503730923,0.6430740365188761,0.5921233108875509,0.536025525974684,0.49111238188785594,0.4701475965996103,0.4743523642422709,0.4907580449435348,0.49874974745594014,0.48283938480172667,0.4405006593363496,0.3809539696096483,0.31833781343560774,0.26402528367430983,0.2226219441607081,0.193027563402382,0.17100233057179368,0.15233304157049163,0.13511505441854776,0.12002936977905629,0.10827340927816868,0.09988757140988831,L,C,LC
A3,2.9751347162653348,-0.0981482094820245,14.632807994859,9.431060413948845,9.474288673369431,8.792372865219528,7.545141446510757,5.986362361107691,4.5456839487837275,3.732199113215044,3.8307554442701353,4.589988565632645,5.348892238670214,5.627392698749416,5.503872676342558,5.370805841828008,5.46465216527572,5.767251081030224,6.1337025261002305,6.286769700818376,5.902665760170959,4.938466440560408,3.743968783635977,2.7501996217078943,2.1480775553720903,1.884640420801948,1.8462745977661421,1.9589592564354257,2.1616457422175355,2.3509583009824246,2.4112781242607557,2.3229660663949163,2.1847985481743657,2.1054381724962465,2.113142203102431,2.1994565492409968,2.3893352274155673,2.7016586129661584,3.06520139334594,3.334113813477231,3.4050198397687685,3.3011150666932156,3.1161378628764083,2.9315577343545987,2.7837765390047102,2.65936298243164,2.5029249596590395,2.2765261171034865,2.0306579809887357,1.917911582439541,2.143689960941976,2.8679251681971727,4.096176193581945,5.62222409434209,7.020986730095491,7.753522635337593,7.481203896638028,6.349756138871166,4.876227762138774,3.5603711193299468,2.6242046490174675,2.0430226797021325,1.7017646888934546,1.5014549834738238,1.3818876818597512,1.3072562768300808,1.2442442517656105,1.1696506034067056,1.0847342515778162,1.0032914183383084,0.9310025671612717,0.8587862990374634,0.7817833507654897,0.7065020018014919,0.6377174248905669,0.5737134847183631,0.5153007936973141,0.4663332769700469,0.4262388183228964,0.3884669098620806,0.34925306161204167,0.3140940415877332,0.2930397151677853,0.29030295220667274,0.2975662521363398,0.3006881685666533,0.293597408113896,0.28084844822346033,0.26756316491316634,0.2528681348399573,0.23386522216846528,0.2124041772076119,0.19330854485699595,0.17962012596544566,0.17060198979911465,0.16314833635839793,0.15504879330130197,0.14678336283560267,0.1403471015422856,0.13598156214811127,0.1322206139318682,0.12838282033668,0.12536210161373224,L,C,LC
A4,2.97959975062563,-0.2472931119141825,14.630275831554824,3.4188361823066633,3.9011688014187746,6.164714475129902,9.780269959709132,12.87178717560508,13.477582682623542,11.384601510572097,8.021000368456003,4.949162821002603,2.8896530790042725,1.827755098470495,1.4603468495318295,1.4552057856221772,1.551177412173089,1.603413127790231,1.5716689675621267,1.5051554261099331,1.532820740606589,1.7284842027106255,1.9564723472963679,1.9885923951841757,1.760853242921831,1.4011962860089486,1.0613602141988838,0.8339433972653171,0.8078945146825975,1.0610216223334838,1.5068344635316866,1.8613823790715758,1.8831658459625404,1.5930793380935042,1.233637691928489,1.055103159061959,1.1199434094461966,1.2931264779313791,1.4532174929459405,1.6948057110480221,2.212761949088416,2.931872371266728,3.460011034598502,3.556315353149034,3.404463394242094,3.258257093161893,3.1073830104893196,2.85037700968941,2.519569996145525,2.204601481822941,1.9344872769625965,1.6977874219446418,1.504808938516101,1.407289546041069,1.4452781518288553,1.5690509138872655,1.6533737419903431,1.6096835283594193,1.4527093126669075,1.2604984122979346,1.0915712513722038,0.9551077521700729,0.8381557918382588,0.7382337495404631,0.6634834033609408,0.6163108324312617,0.5883397999416378,0.5686596660063049,0.5487120471158027,0.5219492111723847,0.48441029167198807,0.4395347891977965,0.3973655214563341,0.3668447072947677,0.34835064582746,0.3356258671709792,0.32291074938674497,0.30842496240606265,0.29422105218883665,0.28441593326665093,0.28248945072655746,0.28848128471936624,0.2972939692351443,0.30098618959805723,0.293683714433474,0.2776526843451536,0.2625486277660525,0.25659846634541295,0.2586925807878108,0.2611173407030488,0.2591461141747138,0.25496100735411636,0.252174143775066,0.2514085819456975,0.2507699702247045,0.2480515092715529,0.24171013705360067,0.23190756534480803,0.22092301873491985,0.21165713460568936,0.20573846193591486,0.20367321214256826,0.20463121456486227,L,C,LC
A5,5.96518055452452,-0.2956320648193035,13.683900380745614,4.62916976200417,4.992155121562092,5.180382899024947,5.094510165551515,4.729128818607947,4.2502475591172635,3.9166872450622234,3.9497779306577803,4.367695455246088,4.93065908704745,5.368005621862292,5.60090233123474,5.667135089526901,5.552701682934465,5.255283211277426,4.901068969338116,4.596522504241544,4.259286730912792,3.7533320990663026,3.099804185038837,2.4715730544903356,2.0356885685416906,1.8277481920024965,1.7667936913363171,1.7634242839239893,1.7816134547358105,1.8026071929329037,1.7895040628929426,1.7171431818370335,1.596301594411464,1.454022559128232,1.3241129340647155,1.2655765733495135,1.347426516659069,1.580607093754269,1.8898889744748797,2.1757357470828964,2.3870932296109943,2.52124427567386,2.5757089736327496,2.525816571222373,2.3613487520479914,2.115138386263441,1.869758089747701,1.741699644391941,1.8438770724972273,2.2214326449161055,2.8256761316881964,3.555353195368442,4.312398821252684,5.019267725241905,5.564616997998799,5.7686951517622385,5.494874462561847,4.7885818944793455,3.8717686007319005,2.99356430753872,2.3004004474392477,1.811742825327722,1.4769965309863218,1.242990956912438,1.0803302105161852,0.9770993602971664,0.9211766839767156,0.8934587453807151,0.8715324029134962,0.8355197157835932,0.7775011915753017,0.705272589945505,0.6338629280454362,0.5711887946247818,0.5142926571545731,0.45958905336522976,0.40994578231441026,0.3677230782253191,0.3296998915956224,0.2935809900195334,0.2634307472812324,0.2449207079864175,0.23904073228348025,0.24070889217576122,0.24161024264316586,0.2361252113662421,0.2266049083951652,0.2199367840381455,0.2186695231915081,0.21821680292370338,0.2130734848320408,0.20205857629146123,0.18821655564419584,0.175297593971032,0.1646190751885814,0.15494433478624642,0.1450314867375926,0.13541896576732637,0.12767289857204545,0.12223594883727039,0.11822278535498164,0.11519020983541994,0.11347190196679405,L,C,LC
A6,5.96165414028705,3.07940328468057,13.33630677675543,2.401195341438583,2.1257741174736604,2.7181043197971206,4.067900700910615,5.3618923591551475,5.762950640204348,5.154948737735327,4.075186030421154,3.1100416055608924,2.5471668059747796,2.4129201900284127,2.581871075737744,2.8826174901648014,3.1802949637687568,3.3555995955296556,3.28452887102019,2.929454564704115,2.400074468759838,1.890211393659703,1.57424107531681,1.5315896994496412,1.6877397260411142,1.8560311448822358,1.8873624698280802,1.7970215388301782,1.794167450544893,2.1315089376841043,2.7606621503021636,3.237302596598674,3.163438437004476,2.6070291951225646,1.9989137131672206,1.713397599213153,1.776339480284956,1.9203617737570104,1.8953750328999668,1.6806542770872361,1.4051948095468567,1.1717337622445796,1.0068570908198375,0.9197596684688965,0.9301259241939639,1.0243859386199465,1.137961351748497,1.2093168423756855,1.2280599678598114,1.217987960215107,1.211544179317794,1.256839118027114,1.4076634689163339,1.668804634416777,1.9589682035307507,2.153169733536053,2.1640689928001033,1.9869718561592629,1.6935161595396258,1.384600063911495,1.1357471074831103,0.9686819053914367,0.8612970952197844,0.7800173144175362,0.7053240742982105,0.633836699222966,0.5652056895368133,0.4962409888409914,0.42946287070117123,0.3747249784224744,0.3376031396620389,0.31222200801813443,0.28918479212782766,0.26532704326614565,0.2431548971679533,0.2252572421738557,0.21243383144065028,0.20482963076343666,0.201905324124038,0.20150237224542905,0.20037343881946687,0.1966848956067435,0.19141186493085516,0.18617761076000441,0.1808307874688681,0.1748896505149157,0.16989416284874162,0.1680779937090158,0.1696465249014593,0.17207805920266753,0.17184878408969245,0.16744600325617265,0.16117357393560172,0.1574513809170845,0.1583372533684929,0.16139794062796137,0.16276279359874016,0.16077358707390127,0.15636509128196585,0.15088093893264462,0.14527227909652238,0.14115865172884837,0.1405822972055193,R,C,RC
A7,3.04043471956596,3.3928383716103903,14.219149318526819,12.976124691953206,13.412828600701294,15.39767079732488,18.324319008476202,20.543393538918306,20.47878609751705,18.021910002204056,14.552190421457079,11.670051297072204,10.21278167329697,10.094164687751956,10.557105930477084,10.706210276985123,10.091023529957086,8.879803289009843,7.5652523960442135,6.547801340876047,5.883461775467811,5.353428034130438,4.773613552869641,4.214403660384425,3.861014106974407,3.7534469612615244,3.8022642865527105,3.950935509832296,4.171757967078055,4.362401761183593,4.392069192667722,4.240514621303205,4.012720073461971,3.8345371466402933,3.7923633883037273,3.958179956648732,4.366788128282917,4.896493821935903,5.267891007603505,5.257788746750061,4.882194654321924,4.337275651326974,3.8447087134836995,3.5168343023286384,3.318583165154863,3.1434761688167674,2.9254111785989285,2.688074006250353,2.5282694429002066,2.549771422275823,2.8047936325238396,3.297331889415884,4.036575838063568,5.043630459201752,6.185119309314562,7.0327014821168605,7.128350373156894,6.436090071684262,5.379991419944158,4.434386731845595,3.785473759751642,3.362447947204318,3.025179159313549,2.6762468017189374,2.2850230987143267,1.8770242594359459,1.5038316125583533,1.2080244411441157,1.001094895770225,0.8645526917219114,0.770421843933113,0.6957558928290393,0.6263954545805733,0.5590989071934285,0.501729790094246,0.4640424362326947,0.4452030570264409,0.4327930150067152,0.4144083454967245,0.3865423541599541,0.3534544414813984,0.32100105179171945,0.2913062868460445,0.26376951840999047,0.23751970678621598,0.21355273186514234,0.19557865173914316,0.18701608908837009,0.18570348925676056,0.1840023659290162,0.17600012050701314,0.16257329386907798,0.14831786731473925,0.13643736574624574,0.12739725771428517,0.1203483791518425,0.11482970807056185,0.11066723562173807,0.1073982978412696,0.10391190778176992,0.09913892394352271,0.09320874237107889,0.08775467914641902,R,C,RC
A8,2.802738798815985,3.42099932433063,14.261352861740969,17.84178326618663,16.549802078982296,15.204137637911714,14.00478792646937,13.298187495987932,13.18630622206381,13.484580125132808,14.041121227699556,14.86290415960981,15.863039467652277,16.47829859385527,15.868780471968691,13.752876120245427,10.825859173941648,8.262648610087872,6.858968788070082,6.575358928165454,6.769751302293981,6.798751159003255,6.434052902114343,5.86188313716909,5.360162433219679,5.0252310727547265,4.794920391763976,4.636227118515334,4.642394698440904,4.934172370069325,5.476494543150543,6.068659152776295,6.499533995687281,6.648405475509393,6.529313089313255,6.353678820947847,6.400759042933218,6.688507071828936,6.910776802021332,6.781397252427368,6.289165202376451,5.578531292940857,4.790070784591436,4.065628489730671,3.555999141956508,3.2984713519866955,3.1637657871043863,3.0036047392030722,2.8263861036553983,2.791696600145659,3.03749683988437,3.530700790007842,4.11957004356788,4.709656746621153,5.261810832479289,5.627453985645227,5.5960331785416955,5.140050490859629,4.488496780205392,3.909414089280394,3.5015401167934956,3.210086384345092,2.948090864070397,2.65721779540867,2.3220383643889884,1.971201463352347,1.6523420503997006,1.4030892202300767,1.236333537803963,1.1378451618463918,1.0772568691951008,1.026401754931357,0.9703521505920248,0.9064117733703766,0.8377152201542583,0.7722376066972099,0.7198994747098788,0.6834944538422688,0.6537372878074676,0.6167504246453788,0.5663985160410984,0.5081541431524147,0.4496601525407918,0.3965783564077828,0.3519920001578989,0.3198748463627852,0.30478291666127016,0.3058030209174364,0.31172944751876497,0.3078575806006854,0.2885308219966088,0.2595165024456329,0.22935318884343595,0.20269788001913344,0.18023859421448946,0.16136356155422887,0.14581845718936443,0.1335443758626614,0.12376709913692999,0.11482157472332485,0.10584192491550762,0.09785684581982922,0.09270493959637,R,C,RC
A9,2.963253112426815,3.309084603791535,14.255169109839585,9.175820385479456,7.066792025543222,5.275236814161172,4.608177667687956,5.417755264686082,7.485699815753712,10.12865771544824,12.398875642035376,13.59591863367203,13.629729248169044,12.867417817276632,11.85357118395089,11.125147706945691,11.01159147106292,11.447828278100245,12.05897757438334,12.413936782908936,12.145026047775373,11.125733108553224,9.700125245320518,8.421909853957269,7.4970351659281285,6.738968643053858,5.986428631079823,5.359240462431553,5.119644217555992,5.312669494570225,5.607565620185599,5.616195462812844,5.333492271283336,5.087418384319949,5.059047296501083,5.07411166401056,4.903955898479136,4.564929091654364,4.243118784777303,4.078612508912295,4.0968805809022015,4.237820078738015,4.396911528300817,4.501531647628916,4.493445876648001,4.291266460278669,3.8731702859460637,3.35553267714569,2.898794841962271,2.568825706695071,2.3238466217380886,2.0975468615125936,1.8678246687275113,1.6623825948919504,1.5095568314538448,1.4001268279755839,1.3082161841045412,1.225399261759842,1.1634568930329519,1.1351640088000068,1.1375781394007938,1.152705736945689,1.1545025995776188,1.119051762106313,1.0422271625762363,0.94612471623339,0.8622191897236482,0.8082186095023602,0.7793601824489749,0.757537471029672,0.7299166344904842,0.6997581667453104,0.6784470988933304,0.6666195852025125,0.6470425847775089,0.6009815757894262,0.5315101015638888,0.4627798630044386,0.41553744891258393,0.39055157254899603,0.37708438579338766,0.366733571783627,0.3556233720215803,0.3415270425691737,0.32353160659395225,0.3032467311574564,0.2848169267691968,0.27185265198162684,0.26370011639037827,0.25658795848583343,0.248317367443382,0.23945990663912983,0.23191994885340467,0.2274097446565636,0.2262888582783997,0.22644599054803738,0.224634140030746,0.2199573375477,0.21465621362145537,0.21113635073760692,0.20920170158775328,0.20711408282426602,0.20410087912170896,R,C,RC
A10,1.4180965008049635,3.11344958320392,14.535062081874871,13.599185485249096,9.434667893896416,6.010242241570644,3.8833729277203757,3.1536201270830504,3.6234555284029804,4.786470656867019,5.892462582482423,6.361246875230909,6.090448042161769,5.380464246159686,4.653102977646736,4.15208379375945,3.879093550402737,3.783029214309357,3.894781187440694,4.241395791512142,4.727916547720508,5.160779988830196,5.3219966391239755,5.083227952910799,4.491996533789847,3.753663649808521,3.097609726162508,2.66751136855017,2.536054924824061,2.741158952661182,3.18863976489046,3.596396040257759,3.702769237409059,3.493797037081694,3.176573578522559,3.0006677479574813,3.0863611746119397,3.357567226051355,3.6626540294152723,3.968418886191264,4.371082588234458,4.891688599444812,5.364793010579791,5.576714791743103,5.385424347475919,4.77854929014814,3.906348479521898,3.027422549507506,2.363744682471476,2.012085174501275,1.9353419723234395,1.9976663897145455,2.062888486444981,2.0815167727057027,2.057191470304131,1.9770249475936275,1.8221151189307574,1.6054322012913849,1.3675570795927465,1.1577564994552743,1.0167482720166248,0.9496944935410899,0.9193517600896567,0.8820233241310718,0.8249313323025955,0.7653403724561375,0.7248326630284423,0.7101317466742242,0.7120686799721311,0.7138764958396233,0.6994357342333856,0.660451287959609,0.6007517923982397,0.5320235330032719,0.4643352061795688,0.4021547508054328,0.34772583026222775,0.3046394667439545,0.2760393616342038,0.2611897026574549,0.2548675641917277,0.2508452309865488,0.24433049899332643,0.2341166319037529,0.2205523134523561,0.20624634353251997,0.19527861876954813,0.19019381283649217,0.18971242516804296,0.1903025160781309,0.1895242994888934,0.1867224720547933,0.18165244670984984,0.17406138535954088,0.16432789861584957,0.15398349889727386,0.14507919042090595,0.13830335194665014,0.13230012535843383,0.12537729328398656,0.11762221469782866,0.11078061346348365,0.10635383169914096,R,C,RC
